ESTADÍSTICAS DE VIOLENCIA INTRAFAMILIAR,,,,,,,,,,,,
,,802,San Cristobal Totonicapán,,,,,,,,,
,,803,San Francisco El Alto,,,,,,,,,
,,804,San Andrés Xecul,,,,,,,,,
,,805,Momostenango,,,,,,,,,
,,806,Santa María Chiquimula,,,,,,,,,
,,807,Santa Lucía La Reforma,,,,,,,,,
,,808,San Bartolo,,,,,,,,,
,,901,Quetzaltenango,,,,,,,,,
,,902,Salcajá,,,,,,,,,
,,903,Olintepeque,,,,,,,,,
,,904,San Carlos Sija,,,,,,,,,
,,905,Sibilia,,,,,,,,,
,,906,Cabricán,,,,,,,,,
,,907,Cajolá,,,,,,,,,
,,908,San Miguel Siguilá,,,,,,,,,
,,909,Ostuncalco,,,,,,,,,
,,910,San Mateo,,,,,,,,,
,,911,Concepción Chiquirichapa,,,,,,,,,
,,912,San Martín Sacatepéquez,,,,,,,,,
,,913,Almolonga,,,,,,,,,
,,914,Cantel,,,,,,,,,
,,915,Huitán,,,,,,,,,
,,916,Zunil,,,,,,,,,
,,917,Colomba,,,,,,,,,
,,918,San Francisco La Unión,,,,,,,,,
,,919,El Palmar,,,,,,,,,
,,920,Coatepeque,,,,,,,,,
,,921,Génova,,,,,,,,,
,,922,Flores Costa Cuca,,,,,,,,,
,,923,La Esperanza,,,,,,,,,
,,924,Palestina de Los Altos,,,,,,,,,
,,1001,Mazatenango,,,,,,,,,
,,1002,Cuyotenango,,,,,,,,,
,,1003,San Francisco Zapotitlán,,,,,,,,,
,,1004,San Bernardino,,,,,,,,,
,,1005,San José El Ídolo,,,,,,,,,
,,1006,Santo Domingo Suchitepéquez,,,,,,,,,
,,1007,San Lorenzo,,,,,,,,,
,,1008,Samayac,,,,,,,,,
,,1009,San Pablo Jocopilas,,,,,,,,,
,,1010,San Antonio Suchitepéquez,,,,,,,,,
,,1011,San Miguel Panán,,,,,,,,,
,,1012,San Gabriel,,,,,,,,,
,,1013,Chicacao,,,,,,,,,
,,1014,Patulul,,,,,,,,,
,,1015,Santa Bárbara,,,,,,,,,
,,1016,San Juan Bautista,,,,,,,,,
,,1017,Santo Tomás La Unión,,,,,,,,,
,,1018,Zunilito,,,,,,,,,
,,1019,Pueblo Nuevo ,,,,,,,,,
,,1020,Rio Bravo,,,,,,,,,
,,1021,San José La Máquina,,,,,,,,,
,,1101,Retalhuleu,,,,,,,,,
,,1102,San Sebastián,,,,,,,,,
,,1103,Santa Cruz Muluá,,,,,,,,,
,,1104,San Martín Zapotitlán,,,,,,,,,
,,1105,San Felipe,,,,,,,,,
,,1106,San Andrés Villa Seca,,,,,,,,,
,,1107,Champerico,,,,,,,,,
,,1108,Nuevo San Carlos,,,,,,,,,
,,1109,El Asintal,,,,,,,,,
,,1201,San Marcos,,,,,,,,,
,,1202,San Pedro Sacatepéquez,,,,,,,,,
,,1203,San Antonio Sacatepéquez,,,,,,,,,
,,1204,Comitancillo,,,,,,,,,
,,1205,San Miguel Ixtahuacán,,,,,,,,,
,,1206,Concepción Tutuapa,,,,,,,,,
,,1207,Tacaná,,,,,,,,,
,,1208,Sibinal,,,,,,,,,
,,1209,Tajumulco,,,,,,,,,
,,1210,Tejutla,,,,,,,,,
,,1211,San Rafael Pié de La Cuesta,,,,,,,,,
,,1212,Nuevo Progreso,,,,,,,,,
,,1213,El Tumbador,,,,,,,,,
,,1214,El Rodeo,,,,,,,,,
,,1215,Malacatán,,,,,,,,,
,,1216,Catarina,,,,,,,,,
,,1217,Ayutla,,,,,,,,,
,,1218,Ocós,,,,,,,,,
,,1219,San Pablo,,,,,,,,,
,,1220,El Quetzal,,,,,,,,,
,,1221,La Reforma,,,,,,,,,
,,1222,Pajapita,,,,,,,,,
,,1223,Ixchiguán,,,,,,,,,
,,1224,San José Ojetenam,,,,,,,,,
,,1225,San Cristóbal Cucho,,,,,,,,,
,,1226,Sipacapa,,,,,,,,,
,,1227,Esquipulas Palo Gordo,,,,,,,,,
,,1228,Rio Blanco,,,,,,,,,
,,1229,San Lorenzo,,,,,,,,,
,,1230,La Blanca,,,,,,,,,
,,1301,Huehuetenango,,,,,,,,,
,,1302,Chiantla,,,,,,,,,
,,1303,Malacatancito,,,,,,,,,
,,1304,Cuilco,,,,,,,,,
,,1305,Nentón,,,,,,,,,
,,1306,San Pedro Necta,,,,,,,,,
,,1307,Jacaltenango,,,,,,,,,
,,1308,Soloma,,,,,,,,,
,,1309,Ixtahuacán,,,,,,,,,
,,1310,Santa Bárbara,,,,,,,,,
,,1311,La Libertad,,,,,,,,,
,,1312,La Democracia,,,,,,,,,
,,1313,San Miguel Acatán,,,,,,,,,
,,1314,San Rafael La Independencia,,,,,,,,,
,,1315,Todos Santos Cuchumatán,,,,,,,,,
,,1316,San Juan Atitán,,,,,,,,,
,,1317,Santa Eulalia,,,,,,,,,
,,1318,San Mateo Ixtatán,,,,,,,,,
,,1319,Colotenango,,,,,,,,,
,,1320,San Sebastián Huehuetenango,,,,,,,,,
,,1321,Tectitán,,,,,,,,,
,,1322,Concepción Huista,,,,,,,,,
,,1323,San Juan Ixcoy,,,,,,,,,
,,1324,San Antonio Huista,,,,,,,,,
,,1325,San Sebastián Coatán,,,,,,,,,
,,1326,Barillas,,,,,,,,,
,,1327,Aguacatán,,,,,,,,,
,,1328,San Rafael Petzal,,,,,,,,,
,,1329,San Gaspar Ixchil,,,,,,,,,
,,1330,Santiago Chimaltenango,,,,,,,,,
,,1331,Santa Ana Huista,,,,,,,,,
,,1332,Unión Cantinil,,,,,,,,,
,,1333,Petatán,,,,,,,,,
,,1401,Santa Cruz del Quiché,,,,,,,,,
,,1402,Chiché,,,,,,,,,
,,1403,Chinique,,,,,,,,,
,,1404,Zacualpa,,,,,,,,,
,,1405,Chajul,,,,,,,,,
,,1406,Chichicastenango,,,,,,,,,
,,1407,Patzité,,,,,,,,,
,,1408,San Antonio Ilotenango,,,,,,,,,
,,1409,San Pedro Jocopilas,,,,,,,,,
,,1410,Cunén,,,,,,,,,
,,1411,San Juan Cotzal,,,,,,,,,
,,1412,Joyabaj,,,,,,,,,
,,1413,Nebaj,,,,,,,,,
,,1414,San Andrés Sajcabajá,,,,,,,,,
,,1415,Uspantán,,,,,,,,,
,,1416,Sacapulas,,,,,,,,,
,,1417,San Bartolomé Jocotenango,,,,,,,,,
,,1418,Canillá,,,,,,,,,
,,1419,Chicamán,,,,,,,,,
,,1420,Ixcán,,,,,,,,,
,,1421,Pachalum,,,,,,,,,
,,1501,Salamá,,,,,,,,,
,,1502,San Miguel Chicaj,,,,,,,,,
,,1503,Rabinal,,,,,,,,,
,,1504,Cubulco,,,,,,,,,
,,1505,Granados,,,,,,,,,
,,1506,El Chol,,,,,,,,,
,,1507,San Jerónimo,,,,,,,,,
,,1508,Purulhá,,,,,,,,,
,,1601,Cobán,,,,,,,,,
,,1602,Santa Cruz Verapaz,,,,,,,,,
,,1603,San Cristóbal Verapaz,,,,,,,,,
,,1604,Tactic,,,,,,,,,
,,1605,Tamahú,,,,,,,,,
,,1606,Tucurú,,,,,,,,,
,,1607,Panzós,,,,,,,,,
,,1608,Senahú,,,,,,,,,
,,1609,San Pedro Carchá,,,,,,,,,
,,1610,San Juan Chamelco,,,,,,,,,
,,1611,Lanquín,,,,,,,,,
,,1612,Cahabón,,,,,,,,,
,,1613,Chisec,,,,,,,,,
,,1614,Chahal,,,,,,,,,
,,1615,Fray Bartolomé de Las Casas,,,,,,,,,
,,1616,Santa Catalina la Tinta,,,,,,,,,
,,1617,Raxruhá,,,,,,,,,
,,1701,Flores,,,,,,,,,
,,1702,San José,,,,,,,,,
,,1703,San Benito,,,,,,,,,
,,1704,San Andrés,,,,,,,,,
,,1705,La Libertad,,,,,,,,,
,,1706,San Francisco,,,,,,,,,
,,1707,Santa Ana,,,,,,,,,
,,1708,Dolores,,,,,,,,,
,,1709,San Luis,,,,,,,,,
,,1710,Sayaxché,,,,,,,,,
,,1711,Melchor de Mencos,,,,,,,,,
,,1712,Poptún,,,,,,,,,
,,1713,Las Cruces,,,,,,,,,
,,1714,El Chal,,,,,,,,,
,,1801,Puerto Barrios,,,,,,,,,
,,1802,Livingston,,,,,,,,,
,,1803,El Estor,,,,,,,,,
,,1804,Morales,,,,,,,,,
,,1805,Los Amates,,,,,,,,,
,,1901,Zacapa,,,,,,,,,
,,1902,Estanzuela,,,,,,,,,
,,1903,Río Hondo,,,,,,,,,
,,1904,Gualán,,,,,,,,,
,,1905,Teculután,,,,,,,,,
,,1906,Usumatlán,,,,,,,,,
,,1907,Cabañas,,,,,,,,,
,,1908,San Diego,,,,,,,,,
,,1909,La Unión,,,,,,,,,
,,1910,Huité,,,,,,,,,
,,1911,San Jorge,,,,,,,,,
,,2001,Chiquimula,,,,,,,,,
,,2002,San José La Arada,,,,,,,,,
,,2003,San Juan Erminta,,,,,,,,,
,,2004,Jocotán,,,,,,,,,
,,2005,Camotán,,,,,,,,,
,,2006,Olopa,,,,,,,,,
,,2007,Esquipulas,,,,,,,,,
,,2008,Concepción Las Minas,,,,,,,,,
,,2009,Quetzaltepeque,,,,,,,,,
,,2010,San Jacinto,,,,,,,,,
,,2011,Ipala,,,,,,,,,
,,2101,Jalapa,,,,,,,,,
,,2102,San Pedro Pinula,,,,,,,,,
,,2103,San Luis Jilotepeque,,,,,,,,,
,,2104,San Manuel Chaparrón,,,,,,,,,
,,2105,San Carlos Alzatate,,,,,,,,,
,,2106,Monjas,,,,,,,,,
,,2107,Mataquescuintla,,,,,,,,,
,,2201,Jutiapa,,,,,,,,,
,,2202,El Progreso,,,,,,,,,
,,2203,Santa Catarina Mita,,,,,,,,,
,,2204,Agua Blanca,,,,,,,,,
,,2205,Asunción Mita,,,,,,,,,
,,2206,Yupiltepeque,,,,,,,,,
,,2207,Atescatempa,,,,,,,,,
,,2208,Jerez,,,,,,,,,
,,2209,El Adelanto,,,,,,,,,
,,2210,Zapotitlán,,,,,,,,,
,,2211,Comapa,,,,,,,,,
,,2212,Jalpatagua,,,,,,,,,
,,2213,Conguaco,,,,,,,,,
,,2214,Moyuta,,,,,,,,,
,,2215,Pasaco,,,,,,,,,
,,2216,San José Acatempa,,,,,,,,,
,,2217,Quesada,,,,,,,,,
,,9999,Ignorado,,,,,,,,,
,,,,,,,,,,,,
HEC_AREA,Area geográfica de ocurrencia,1,Urbana,,,,,,,,,
,,2,Rural,,,,,,,,,
,,9,Ignorado,,,,,,,,,
,,,,,,,,,,,,
HEC_TIPAGRE,Tipo de agresión sufrida por la víctima,1222,Física,,,,,,,,,
,,2122,Psicológica,,,,,,,,,
,,2212,Sexual,,,,,,,,,
,,2221,Patrimonial,,,,,,,,,
,,1122,Física - psicológica,,,,,,,,,
,,1212,Física - sexual,,,,,,,,,
,,1221,Física - patrimonial,,,,,,,,,
,,2112,Psicológica - sexual,,,,,,,,,
,,2121,Psicológica - patrimonial,,,,,,,,,
,,2211,Sexual - patrimonial,,,,,,,,,
,,1112,Física - psicológica - sexual,,,,,,,,,
,,1121,Física - psicológica - patrimonial,,,,,,,,,
,,2111,Psicológica - sexual - patrimonial,,,,,,,,,
,,1211,Física - sexual - patrimonial,,,,,,,,,
,,1111,Física - psicológica - sexual - patrimonial,,,,,,,,,
,,,,,,,,,,,,
HEC_RECUR_DENUN,Reiteración de la denuncia (ha denunciado con anterioridad),1,Si,,,,,,,,,
,,2,No,,,,,,,,,
,,9,Ignorado,,,,,,,,,
,,,,,,,,,,,,
INST_DONDE_DENUNCIO,En que institución denunció anteriormente,1,Ministerio Público,,,,,,,,,
,,2,Procuraduría General de la Nación,,,,,,,,,
,,3,Policia Nacional Civil,,,,,,,,,
,,4,Organismo Judicial,,,,,,,,,
,,5,Bufetes Populares,,,,,,,,,
,,6,Procuraduría de los Derechos Humanos,,,,,,,,,
,,9,Ignorado,,,,,,,,,
,,,,,,,,,,,,
DATOS DEL AGRESOR,,,,,,,,,,,,
,,,,,,,,,,,,
AGR_SEXO,Sexo del(a) agresor(a),1,Hombre,,,,,,,,,
,,2,Mujer,,,,,,,,,
,,,,,,,,,,,,
AGR_EDAD,Edad del(a) agresor(a),1 a  98,Edad del(a) agresor(a),,,,,,,,,
,,99,Ignorado,,,,,,,,,
,,,,,,,,,,,,
AGR_ALFAB,Sabe leer y escribir,1,Alfabeta,,,,,,,,,
,,2,Analfabeta,,,,,,,,,
,,9,Ignorado,,,,,,,,,
,,,,,,,,,,,,
AGR_ESCOLARIDAD,Nivel de escolaridad del(a) agresor(a),10,Ninguno,,,,,,,,,
,,21 a 26,Primero a sexto primaria,,,,,,,,,
,,29,Primaria (grado ignorado),,,,,,,,,
,,31 a 33,Primero a tercero básico,,,,,,,,,
,,39,Básico (grado ignorado),,,,,,,,,
,, 44 a 46,Cuarto a sexto diversificado,,,,,,,,,
,,49,Diversificado (grado ignorado),,,,,,,,,
,,51 a  57,Primer año a séptimo universitario (Incluye maestría),,,,,,,,,
,,59,Universitario (año ignorado),,,,,,,,,
,,99,Ignorado (tanto nivel como grado),,,,,,,,,
,,,,,,,,,,,,
AGR_EST_CIV,Estado conyugal del (a) agresor(a),1,Soltero(a) ,,,,,,,,,
,,2,Casado(a) ,,,,,,,,,
,,3,Unido(a) ,,,,,,,,,
,,4,Viudo(a) ,,,,,,,,,
,,5,Otro,,,,,,,,,
,,9,Ignorado,,,,,,,,,
,,,,,,,,,,,,
AGR_GRUPET,Pueblo de pertenencia del agresor(a),1,Ladino,,,,,,,,,
,,2,Maya,,,,,,,,,
,,3,Garífuna,,,,,,,,,
,,4,Xinka,,,,,,,,,
,,5,Otro,,,,,,,,,
,,6,No indica,,,,,,,,,
,,9,Ignorado,,,,,,,,,
,,,,,,,,,,,,
AGR_NACIONAL,Nacionalidad del(a) agresor(a),1,Guatemalteca,,,,,,,,,
,,2,Extranjera,,,,,,,,,
,,9,Ignorado,,,,,,,,,
,,,,,,,,,,,,
AGR_TRABAJA,Condición de empleo del(a) agresor(a),1,Si trabaja por un salario o ingreso,,,,,,,,,
,,2,No trabaja por un salario o ingreso,,,,,,,,,
,,9,Ignorado,,,,,,,,,
,,,,,,,,,,,,
AGR_OCUP,"Ocupación del (a) agresor(a) (con salario o ingreso dentro o fuera de la casa), Clasificación Internacional Uniforme de Ocupaciones -CIUO- 08",1111,Miembros del poder legislativo,,,,,,,,,
,,1112,Personal directivo de la administración pública,,,,,,,,,
,,1113,Jefes de pequeñas poblaciones,,,,,,,,,
,,1114,Dirigentes de organizaciones que presentan un interés especial,,,,,,,,,
,,1120,Directores generales y gerentes generales,,,,,,,,,
,,1211,Directores financieros,,,,,,,,,
,,1212,Directores de recursos humanos,,,,,,,,,
,,1213,Directores de políticas y planificación,,,,,,,,,
,,1219,Directores de administración y servicios no clasificados bajo otros epígrafes,,,,,,,,,
,,1221,Directores de ventas y comercialización,,,,,,,,,
,,1222,Directores de publicidad y relaciones públicas,,,,,,,,,
,,1223,Directores de investigación y desarrollo,,,,,,,,,
,,1311,Directores de producción agropecuaria y silvicultura,,,,,,,,,
,,1312,Directores de producción de piscicultura y pesca,,,,,,,,,
,,1321,Directores de industrias manufactureras,,,,,,,,,
,,1322,Directores de explotaciones de minería,,,,,,,,,
,,1323,Directores de empresas de construcción,,,,,,,,,
,,1324,"Directores de empresas de abastecimiento, distribución y afines",,,,,,,,,
,,1330,Directores de servicios de tecnología de la información y las comunicaciones,,,,,,,,,
,,1341,Directores de servicios de cuidados infantiles,,,,,,,,,
,,1342,Directores de servicios de salud,,,,,,,,,
,,1343,Directores de servicios de cuidado de las personas de edad,,,,,,,,,
,,1344,Directores de servicios de bienestar social,,,,,,,,,
,,1345,Directores de servicios de educación,,,,,,,,,
,,1346,"Gerentes de sucursales de bancos, de servicios financieros y de seguros",,,,,,,,,
,,1349,Directores y gerentes de servicios profesionales no clasificados bajo otros epígrafes,,,,,,,,,
,,1411,Gerentes de hoteles,,,,,,,,,
,,1412,Gerentes de restaurantes,,,,,,,,,
,,1420,Gerentes de comercios al por mayor y al por menor,,,,,,,,,
,,1431,"Gerentes de centros deportivos, de esparcimiento y culturales",,,,,,,,,
,,1439,Gerentes de servicios no clasificados bajo otros epígrafes,,,,,,,,,
,,2111,Físicos y astrónomos,,,,,,,,,
,,2112,Meteorólogos,,,,,,,,,
,,2113,Químicos,,,,,,,,,
,,2114,Geólogos y geofísicos,,,,,,,,,
,,2120,"Matemáticos, actuarios y estadísticos",,,,,,,,,
,,2131,"Biólogos, botánicos, zoólogos y afines",,,,,,,,,
,,2132,Agrónomos y afines,,,,,,,,,
,,2133,Profesionales de la protección medioambiental,,,,,,,,,
,,2141,Ingenieros industriales y de producción,,,,,,,,,
,,2142,Ingenieros civiles,,,,,,,,,
,,2143,Ingenieros medioambientales,,,,,,,,,
,,2144,Ingenieros mecánicos,,,,,,,,,
,,2145,Ingenieros químicos,,,,,,,,,
,,2146,"Ingenieros de minas, metalúrgicos y afines",,,,,,,,,
,,2149,Ingenieros no clasificados bajo otros epígrafes,,,,,,,,,
,,2151,Ingenieros electricistas,,,,,,,,,
,,2152,Ingenieros electrónicos,,,,,,,,,
,,2153,Ingenieros en telecomunicaciones,,,,,,,,,
,,2161,Arquitectos,,,,,,,,,
,,2162,Arquitectos paisajistas,,,,,,,,,
,,2163,Diseñadores de productos y de prendas,,,,,,,,,
,,2164,Urbanistas e ingenieros de tránsito,,,,,,,,,
,,2165,Cartógrafos y agrimensores,,,,,,,,,
,,2166,Diseñadores gráficos y multimedia,,,,,,,,,
,,2211,Médicos generales,,,,,,,,,
,,2212,Médicos especialistas,,,,,,,,,
,,2221,Profesionales de enfermería,,,,,,,,,
,,2222,Profesionales de partería,,,,,,,,,
,,2230,Profesionales de medicina tradicional y alternativa,,,,,,,,,
,,2240,Practicantes paramédicos,,,,,,,,,
,,2250,Veterinarios,,,,,,,,,
,,2261,Dentistas,,,,,,,,,
,,2262,Farmacéuticos,,,,,,,,,
,,2263,Profesionales de la salud y la higiene laboral y ambiental,,,,,,,,,
,,2264,Fisioterapeutas,,,,,,,,,
,,2265,Dietistas y nutricionistas,,,,,,,,,
,,2266,Audiólogos y logopedas,,,,,,,,,
,,2267,Optometristas,,,,,,,,,
,,2269,Profesionales de la salud no clasificados bajo otros epígrafes,,,,,,,,,
,,2310,Profesores de universidades y de la enseñanza superior,,,,,,,,,
,,2320,Profesores de formación profesional,,,,,,,,,
,,2330,Profesores de enseñanza secundaria,,,,,,,,,
,,2341,Maestros de enseñanza primaria,,,,,,,,,
,,2342,Maestros preescolares,,,,,,,,,
,,2351, Especialistas en métodos pedagógicos,,,,,,,,,
,,2352,Educadores para necesidades especiales,,,,,,,,,
,,2353,Otros profesores de idiomas,,,,,,,,,
,,2354,Otros profesores de música,,,,,,,,,
,,2355,Otros profesores de artes,,,,,,,,,
,,2356,Instructores en tecnología de la información,,,,,,,,,
,,2359,Profesionales de la enseñanza no clasificados bajo otros epígrafes,,,,,,,,,
,,2411,Contables,,,,,,,,,
,,2412,Asesores financieros y en inversiones,,,,,,,,,
,,2413,Analistas financieros,,,,,,,,,
,,2421,Analistas de gestión y organización,,,,,,,,,
,,2422,Especialistas en políticas de administración,,,,,,,,,
,,2423,Especialistas en políticas y servicios de personal y afines,,,,,,,,,
,,2424,Especialistas en formación del personal,,,,,,,,,
,,2431,Profesionales de la publicidad y la comercialización,,,,,,,,,
,,2432,Profesionales de relaciones públicas,,,,,,,,,
,,2433,Profesionales de ventas técnicas y médicas (excluyendo la TIC),,,,,,,,,
,,2434,Profesionales de ventas de tecnología de la información y las comunicaciones,,,,,,,,,
,,2511,Analistas de sistemas,,,,,,,,,
,,2512,Desarrolladores de software,,,,,,,,,
,,2513,Desarrolladores web y multimedia,,,,,,,,,
,,2514,Programadores de aplicaciones,,,,,,,,,
,,2519,Desarrolladores y analistas de software y multimedia y analistas no clasificados bajo otros epígrafes,,,,,,,,,
,,2521,Diseñadores y administradores de bases de datos,,,,,,,,,
,,2522,Administradores de sistemas,,,,,,,,,
,,2523,Profesionales en redes de computadores,,,,,,,,,
,,2529,Especialistas en bases de datos y en redes de computadores no clasificados bajo otros epígrafes,,,,,,,,,
,,2611,Abogados,,,,,,,,,
,,2612,Jueces,,,,,,,,,
,,2619,Profesionales en derecho no clasificados bajo otros epígrafes,,,,,,,,,
,,2621,Archivistas y curadores de museos,,,,,,,,,
,,2622,"Bibliotecarios, documentalistas y afines",,,,,,,,,
,,2631,Economistas,,,,,,,,,
,,2632,"Sociólogos, antropólogos y afines",,,,,,,,,
,,2633,"Filósofos, historiadores y especialistas en ciencias políticas",,,,,,,,,
,,2634, Psicólogos,,,,,,,,,
,,2635,Profesionales del trabajo social,,,,,,,,,
,,2636,Profesionales religiosos,,,,,,,,,
,,2641,Autores y otros escritores,,,,,,,,,
,,2642,Periodistas,,,,,,,,,
,,2643,"Traductores, intérpretes y lingüistas",,,,,,,,,
,,2651, Artistas de artes plásticas,,,,,,,,,
,,2652,"Músicos, cantantes y compositores",,,,,,,,,
,,2653,Bailarines y coreógrafos,,,,,,,,,
,,2654,"Directores de cine, de teatro y afines",,,,,,,,,
,,2655,Actores,,,,,,,,,
,,2656,"Locutores de radio, televisión y otros medios de comunicación",,,,,,,,,
,,2659,Artistas creativos e interpretativos no clasificados bajo otros epígrafes,,,,,,,,,
,,3111,Técnicos en ciencias físicas y químicas,,,,,,,,,
,,3112,Técnicos en ingeniería civil,,,,,,,,,
,,3113,Electrotécnicos,,,,,,,,,
,,3114,Técnicos en electrónica,,,,,,,,,
,,3115,Técnicos en ingeniería mecánica,,,,,,,,,
,,3116,Técnicos en química industrial,,,,,,,,,
,,3117,Técnicos en ingeniería de minas y metalurgia,,,,,,,,,
,,3118,Delineantes y dibujantes técnicos,,,,,,,,,
,,3119,Técnicos en ciencias físicas y en ingeniería no clasificados bajo otros epígrafes,,,,,,,,,
,,3121,Supervisores en ingeniería de minas,,,,,,,,,
,,3122,Supervisores de industrias manufactureras,,,,,,,,,
,,3123,Supervisores de la construcción,,,,,,,,,
,,3131,Operadores de instalaciones de producción de energía,,,,,,,,,
,,3132,"Operadores de incineradores, instalaciones de tratamiento de agua y afines",,,,,,,,,
,,3133,Controladores de instalaciones de procesamiento de productos químicos,,,,,,,,,
,,3134,Operadores de instalaciones de refinación de petróleo y gas natural,,,,,,,,,
,,3135,Controladores de procesos de producción de metales,,,,,,,,,
,,3139,Técnicos en control de procesos no clasificados bajo otros epígrafes,,,,,,,,,
,,3141,Técnicos en ciencias biológicas (excluyendo la medicina),,,,,,,,,
,,3142,Técnicos agropecuarios,,,,,,,,,
,,3143,Técnicos forestales,,,,,,,,,
,,3151,Oficiales maquinistas en navegación,,,,,,,,,
,,3152,"Capitanes, oficiales de cubierta y prácticos",,,,,,,,,
,,3153,Pilotos de aviación y afines,,,,,,,,,
,,3154,Controladores de tráfico aéreo,,,,,,,,,
,,3155,Técnicos en seguridad aeronáutica,,,,,,,,,
,,3211,Técnicos en aparatos de diagnóstico y tratamiento médico,,,,,,,,,
,,3212,Técnicos de laboratorios médicos,,,,,,,,,
,,3213,Técnicos y asistentes farmacéuticos,,,,,,,,,
,,3214,Técnicos de prótesis médicas y dentales,,,,,,,,,
,,3221,Profesionales de nivel medio de enfermería,,,,,,,,,
,,3222,Profesionales de nivel medio de partería,,,,,,,,,
,,3230,Profesionales de nivel medio de medicina tradicional y alternativa,,,,,,,,,
,,3240,Técnicos y asistentes veterinarios,,,,,,,,,
,,3251,Dentistas auxiliares y ayudantes de odontología,,,,,,,,,
,,3252,Técnicos en documentación sanitaria,,,,,,,,,
,,3253,Trabajadores comunitarios de la salud,,,,,,,,,
,,3254,Técnicos en optometría y ópticos,,,,,,,,,
,,3255,Técnicos y asistentes fisioterapeutas,,,,,,,,,
,,3256,Practicantes y asistentes médicos,,,,,,,,,
,,3257,"Inspectores de la salud laboral, medioambiental y afines",,,,,,,,,
,,3258,Ayudantes de ambulancias,,,,,,,,,
,,3259,Profesionales de la salud de nivel medio no clasificados bajo otros epígrafes,,,,,,,,,
,,3311,"Agentes de bolsa, cambio y otros servicios financieros",,,,,,,,,
,,3312,Oficiales de préstamos y créditos,,,,,,,,,
,,3313,Tenedores de libros,,,,,,,,,
,,3314,"Profesionales de nivel medio de servicios estadísticos, matemáticos y afines",,,,,,,,,
,,3315,Tasadores,,,,,,,,,
,,3321,Agentes de seguros,,,,,,,,,
,,3322,Representantes comerciales,,,,,,,,,
,,3323,Agentes de compras,,,,,,,,,
,,3324,Agentes de compras y consignatarios,,,,,,,,,
,,3331,Declarantes o gestores de aduana,,,,,,,,,
,,3332,Organizadores de conferencias y eventos,,,,,,,,,
,,3333,Agentes de empleo y contratistas de mano de obra,,,,,,,,,
,,3334,Agentes inmobiliarios,,,,,,,,,
,,3339,Agentes de servicios comerciales no clasificados bajo otros epígrafes,,,,,,,,,
,,3341,Supervisores de secretaría,,,,,,,,,
,,3342,Secretarios jurídicos,,,,,,,,,
,,3343,Secretarios administrativos y ejecutivos,,,,,,,,,
,,3344,Secretarios médicos,,,,,,,,,
,,3351,Agentes de aduana e inspectores de fronteras,,,,,,,,,
,,3352,Agentes de administración tributaria,,,,,,,,,
,,3353,Agentes de servicios de seguridad social,,,,,,,,,
,,3354,Agentes de servicios de expedición de licencias y permisos,,,,,,,,,
,,3355,Inspectores de policía y detectives,,,,,,,,,
,,3359,Agentes de la administración pública para la aplicación de la ley y afines no clasificados bajo otros epígrafes,,,,,,,,,
,,3411,Profesionales de nivel medio del derecho y servicios legales y afines,,,,,,,,,
,,3412,Trabajadores y asistentes sociales de nivel medio,,,,,,,,,
,,3413,Auxiliares laicos de las religiones,,,,,,,,,
,,3421,Atletas y deportistas,,,,,,,,,
,,3422,"Entrenadores, instructores y árbitros de actividades deportivas",,,,,,,,,
,,3423,Instructores de educación física y actividades recreativas,,,,,,,,,
,,3431,Fotógrafos,,,,,,,,,
,,3432,Diseñadores y decoradores de interior,,,,,,,,,
,,3433,"Técnicos en galerías de arte, museos y bibliotecas",,,,,,,,,
,,3434,Chefs,,,,,,,,,
,,3435,Otros profesionales de nivel medio en actividades culturales y artistas,,,,,,,,,
,,3511,Técnicos en operaciones de tecnología de la información y las comunicaciones,,,,,,,,,
,,3512,Técnicos en asistencia al usuario de tecnología de la información y las comunicaciones,,,,,,,,,
,,3513,Técnicos en redes y sistemas de computadores,,,,,,,,,
,,3514,Técnicos de la web,,,,,,,,,
,,3521,Técnicos de radiodifusión y grabación audio visual,,,,,,,,,
,,3522,Técnicos de ingeniería de las telecomunicaciones,,,,,,,,,
,,4110,Oficinistas generales,,,,,,,,,
,,4120,Secretarios (general),,,,,,,,,
,,4131,Operadores de máquinas de procesamiento de texto y mecanógrafos,,,,,,,,,
,,4132,Grabadores de datos,,,,,,,,,
,,4211,Cajeros de bancos y afines,,,,,,,,,
,,4212,Receptores de apuestas y afines,,,,,,,,,
,,4213,Prestamistas,,,,,,,,,
,,4214,Cobradores y afines,,,,,,,,,
,,4221,Empleados de agencias de viajes,,,,,,,,,
,,4222,Empleados de centros de llamadas,,,,,,,,,
,,4223,Telefonistas,,,,,,,,,
,,4224,Recepcionistas de hoteles,,,,,,,,,
,,4225,Empleados de ventanillas de informaciones,,,,,,,,,
,,4226,Recepcionistas (general),,,,,,,,,
,,4227,Entrevistadores de encuestas y de investigaciones de mercados,,,,,,,,,
